Produto_ID,Nome,Categoria,Cor,Descrição,Tamanho,Preço,Custo_Aquisição,Imagem
416,Animi,Roupas,Preto,Nulla corrupti reiciendis accusamus ab delectus.,S,96.03,46.63,https://source.unsplash.com/200x200/?roupas
417,Animi,Calçado,Rosa,Aut fuga aut consequuntur ratione veniam nesciunt perspiciatis.,43,34.42,44.84,https://source.unsplash.com/200x200/?calçado
418,Optio,Roupas,Amarelo,Molestiae architecto enim aspernatur nulla eos facilis.,XL,33.5,17.49,https://source.unsplash.com/200x200/?roupas
419,Magnam,Roupas,Branco,Doloremque consectetur impedit nam.,XS,29.27,49.7,https://source.unsplash.com/200x200/?roupas
420,Illum,Calçado,Azul,Perferendis animi sed porro veniam ipsum laborum.,44,22.07,32.52,https://source.unsplash.com/200x200/?calçado
421,Delectus,Roupas,Amarelo,Esse est laudantium perspiciatis ea aspernatur sunt.,L,44.14,16.35,https://source.unsplash.com/200x200/?roupas
422,Repudiandae,Calçado,Preto,Eligendi repellat labore incidunt a id.,45,78.49,47.54,https://source.unsplash.com/200x200/?calçado
423,Sit,Roupas,Verde,Ratione distinctio aut minus porro illum ab.,M,44.79,46.86,https://source.unsplash.com/200x200/?roupas
424,Sunt,Roupas,Amarelo,Quis minima et ullam minus.,L,48.18,23.44,https://source.unsplash.com/200x200/?roupas
425,Molestias,Roupas,Laranja,Reprehenderit ipsam labore dignissimos laboriosam enim ea.,L,88.72,10.02,https://source.unsplash.com/200x200/?roupas
426,Similique,Calçado,Amarelo,Molestias ex sed ut fugit ullam.,35,76.23,15.48,https://source.unsplash.com/200x200/?calçado
427,Dolorum,Calçado,Rosa,Adipisci ipsum asperiores ipsa dignissimos tempore a.,36,70.64,34.2,https://source.unsplash.com/200x200/?calçado
428,Enim,Roupas,Branco,Assumenda saepe harum error quibusdam blanditiis facere inventore.,M,78.41,10.12,https://source.unsplash.com/200x200/?roupas
429,Illo,Roupas,Vermelho,Pariatur eveniet atque quas.,S,35.29,48.14,https://source.unsplash.com/200x200/?roupas
430,Quam,Roupas,Cinzento,Reprehenderit nam quo fugiat.,L,27.18,30.33,https://source.unsplash.com/200x200/?roupas
431,Nemo,Roupas,Rosa,Quia iure magni ipsum ullam nemo.,M,36.05,30.07,https://source.unsplash.com/200x200/?roupas
432,Nostrum,Calçado,Verde,Cupiditate laborum iusto illo fugit.,41,62.38,49.7,https://source.unsplash.com/200x200/?calçado
433,Ad,Calçado,Azul,Esse adipisci maxime.,40,77.65,30.86,https://source.unsplash.com/200x200/?calçado
434,Eveniet,Roupas,Azul,Voluptatem numquam praesentium atque sunt ipsa.,XXL,49.68,27.3,https://source.unsplash.com/200x200/?roupas
435,Culpa,Roupas,Branco,Laborum alias at necessitatibus quos saepe.,S,73.38,40.79,https://source.unsplash.com/200x200/?roupas
436,Nobis,Roupas,Vermelho,Suscipit amet inventore maiores voluptatibus ratione.,XXL,28.89,16.95,https://source.unsplash.com/200x200/?roupas
437,Sint,Calçado,Cinzento,Omnis sint maxime nobis optio.,38,83.14,24.51,https://source.unsplash.com/200x200/?calçado
438,Explicabo,Roupas,Rosa,At minus consequuntur.,XL,34.15,49.2,https://source.unsplash.com/200x200/?roupas
439,Qui,Roupas,Vermelho,Repellat cumque fugiat architecto aperiam laboriosam.,S,97.55,13.21,https://source.unsplash.com/200x200/?roupas
440,Sequi,Roupas,Rosa,Explicabo assumenda laborum et beatae.,XL,77.63,19.92,https://source.unsplash.com/200x200/?roupas
441,Voluptatem,Calçado,Amarelo,Quaerat aspernatur consectetur assumenda omnis.,39,39.89,30.28,https://source.unsplash.com/200x200/?calçado
442,Delectus,Roupas,Amarelo,Laudantium fugiat veniam.,S,68.73,18.96,https://source.unsplash.com/200x200/?roupas
443,Quia,Calçado,Verde,Beatae labore consequatur nemo ratione.,40,98.48,10.51,https://source.unsplash.com/200x200/?calçado
444,Nisi,Calçado,Laranja,Rem praesentium corporis delectus praesentium beatae.,36,67.19,26.0,https://source.unsplash.com/200x200/?calçado
445,Rerum,Calçado,Roxo,Ea quaerat labore enim fuga suscipit qui.,38,32.21,34.72,https://source.unsplash.com/200x200/?calçado
446,Modi,Calçado,Laranja,Officiis sed voluptas itaque facilis ipsa molestiae fugiat.,39,74.65,42.59,https://source.unsplash.com/200x200/?calçado
447,Rem,Calçado,Cinzento,Consequatur illo reiciendis esse.,41,83.96,13.98,https://source.unsplash.com/200x200/?calçado
448,Quaerat,Roupas,Verde,Possimus reprehenderit repellendus quo.,M,25.16,35.89,https://source.unsplash.com/200x200/?roupas
449,Rem,Calçado,Roxo,Blanditiis illo iusto vitae distinctio ut aut necessitatibus.,38,65.15,17.96,https://source.unsplash.com/200x200/?calçado
450,Aliquid,Roupas,Vermelho,Velit molestias quas tempore veritatis qui voluptates.,S,28.33,14.25,https://source.unsplash.com/200x200/?roupas
451,Aperiam,Calçado,Cinzento,Nostrum nesciunt nisi accusamus.,39,71.74,32.06,https://source.unsplash.com/200x200/?calçado
452,Optio,Calçado,Cinzento,Nostrum sequi veniam sint quis iure commodi.,36,61.04,29.98,https://source.unsplash.com/200x200/?calçado
453,Itaque,Calçado,Roxo,Nobis natus incidunt minima.,37,83.64,39.23,https://source.unsplash.com/200x200/?calçado
454,Hic,Calçado,Preto,Libero consequatur cum.,35,44.53,38.07,https://source.unsplash.com/200x200/?calçado
455,Quae,Roupas,Vermelho,Porro doloremque animi perspiciatis.,XS,82.32,19.39,https://source.unsplash.com/200x200/?roupas
456,Possimus,Calçado,Laranja,Blanditiis quod quae ipsa ad.,38,21.96,15.88,https://source.unsplash.com/200x200/?calçado
457,Porro,Roupas,Azul,Iusto aperiam molestiae officiis explicabo consequuntur nesciunt nam.,XL,98.75,45.2,https://source.unsplash.com/200x200/?roupas
458,Reprehenderit,Roupas,Azul,Laborum doloremque possimus reprehenderit aliquam molestias aperiam.,M,37.14,18.52,https://source.unsplash.com/200x200/?roupas
459,Tenetur,Roupas,Verde,Temporibus quae itaque in hic voluptate officiis.,L,21.65,17.43,https://source.unsplash.com/200x200/?roupas
460,Earum,Calçado,Verde,Voluptas sint ullam dolorum exercitationem.,45,25.85,22.4,https://source.unsplash.com/200x200/?calçado
461,Possimus,Calçado,Verde,Debitis mollitia quae neque accusantium.,38,98.97,24.4,https://source.unsplash.com/200x200/?calçado
462,Quaerat,Calçado,Preto,Modi voluptate magni unde quia laborum nulla.,36,91.82,46.56,https://source.unsplash.com/200x200/?calçado
463,Pariatur,Calçado,Laranja,Eligendi placeat illum adipisci placeat alias quos aut.,39,79.49,12.29,https://source.unsplash.com/200x200/?calçado
464,Atque,Calçado,Amarelo,Expedita harum quo quibusdam.,43,97.63,36.41,https://source.unsplash.com/200x200/?calçado
465,Odit,Calçado,Amarelo,Similique culpa tenetur impedit non maiores iusto.,37,23.28,35.35,https://source.unsplash.com/200x200/?calçado
466,Necessitatibus,Roupas,Amarelo,Consectetur magnam quod sapiente.,XXL,88.49,29.18,https://source.unsplash.com/200x200/?roupas
467,Praesentium,Calçado,Vermelho,Distinctio nihil animi velit suscipit quas.,41,76.73,38.8,https://source.unsplash.com/200x200/?calçado
468,Minus,Calçado,Rosa,Voluptas quis magni eveniet dolorum cupiditate rem.,41,20.21,39.94,https://source.unsplash.com/200x200/?calçado
469,Quis,Calçado,Preto,Tempora maxime alias laborum itaque non consectetur.,45,25.0,22.72,https://source.unsplash.com/200x200/?calçado
470,Sapiente,Roupas,Vermelho,Error et quos tempore nulla.,XS,85.57,32.5,https://source.unsplash.com/200x200/?roupas
471,Nihil,Roupas,Branco,Alias sed voluptate unde occaecati.,XS,72.07,14.33,https://source.unsplash.com/200x200/?roupas
472,Debitis,Calçado,Cinzento,Itaque accusamus laborum adipisci dolore dicta inventore.,39,26.42,17.3,https://source.unsplash.com/200x200/?calçado
473,Pariatur,Calçado,Branco,Sed quam qui rerum quas.,36,57.67,15.45,https://source.unsplash.com/200x200/?calçado
474,Reiciendis,Roupas,Branco,Natus facere exercitationem architecto placeat.,L,37.65,25.36,https://source.unsplash.com/200x200/?roupas
475,Eligendi,Roupas,Rosa,Quis saepe unde ratione aperiam mollitia magnam.,M,37.88,46.29,https://source.unsplash.com/200x200/?roupas
476,Eligendi,Calçado,Cinzento,Voluptate amet quisquam iusto consectetur debitis neque ratione.,37,64.24,34.55,https://source.unsplash.com/200x200/?calçado
477,Eaque,Roupas,Preto,Perspiciatis voluptatum vel neque blanditiis facilis ullam laudantium.,M,39.76,37.87,https://source.unsplash.com/200x200/?roupas
478,Quam,Roupas,Rosa,Et consequatur magnam mollitia repudiandae voluptatem.,XXL,50.57,19.73,https://source.unsplash.com/200x200/?roupas
479,Nihil,Calçado,Rosa,Facilis quia illo laboriosam suscipit.,38,91.95,20.11,https://source.unsplash.com/200x200/?calçado
480,Tempora,Calçado,Laranja,Nesciunt labore commodi est nihil.,37,92.52,12.54,https://source.unsplash.com/200x200/?calçado
481,Eum,Calçado,Amarelo,Necessitatibus cupiditate dolorum est culpa.,38,22.43,20.81,https://source.unsplash.com/200x200/?calçado
482,Aliquid,Calçado,Verde,At nemo a.,44,82.95,30.58,https://source.unsplash.com/200x200/?calçado
483,Iste,Calçado,Vermelho,Sunt sint dolorum quam at officia ipsam.,38,84.52,16.58,https://source.unsplash.com/200x200/?calçado
484,Aspernatur,Calçado,Verde,Suscipit ea quis corrupti sunt minus itaque.,39,39.19,25.75,https://source.unsplash.com/200x200/?calçado
485,Aliquid,Roupas,Rosa,Repellendus nisi accusamus enim unde.,XL,79.27,23.33,https://source.unsplash.com/200x200/?roupas
486,Provident,Calçado,Preto,Ipsam deleniti libero neque sequi quasi.,45,51.9,22.06,https://source.unsplash.com/200x200/?calçado
487,Ipsa,Calçado,Vermelho,Qui numquam reprehenderit occaecati magni consequuntur sit.,38,55.84,15.74,https://source.unsplash.com/200x200/?calçado
488,Iste,Calçado,Azul,Nostrum culpa adipisci voluptas.,39,31.43,20.02,https://source.unsplash.com/200x200/?calçado
489,Laborum,Calçado,Verde,Officiis est maiores labore sequi.,40,86.09,11.87,https://source.unsplash.com/200x200/?calçado
490,Voluptatibus,Roupas,Branco,Quia dolorem illum occaecati veritatis possimus.,XL,30.51,29.78,https://source.unsplash.com/200x200/?roupas
491,Modi,Roupas,Laranja,Inventore cumque autem pariatur sed.,S,50.25,11.95,https://source.unsplash.com/200x200/?roupas
492,Error,Roupas,Vermelho,Cupiditate ipsam quaerat.,M,65.2,13.28,https://source.unsplash.com/200x200/?roupas
493,Quisquam,Roupas,Preto,Ipsum nulla ex sunt.,S,23.9,43.53,https://source.unsplash.com/200x200/?roupas
494,Necessitatibus,Calçado,Azul,Omnis explicabo libero itaque beatae dignissimos dolor.,36,87.69,28.51,https://source.unsplash.com/200x200/?calçado
495,Nam,Roupas,Preto,Asperiores recusandae delectus.,XS,69.47,26.66,https://source.unsplash.com/200x200/?roupas
496,Nostrum,Calçado,Preto,Voluptatem suscipit iusto neque sed enim.,38,38.21,13.77,https://source.unsplash.com/200x200/?calçado
497,Ad,Roupas,Vermelho,Rem beatae amet corrupti dicta inventore.,S,99.25,29.7,https://source.unsplash.com/200x200/?roupas
498,Unde,Calçado,Amarelo,A dolore nemo laboriosam suscipit possimus amet.,44,49.22,35.23,https://source.unsplash.com/200x200/?calçado
499,Reprehenderit,Roupas,Azul,Repellat dolores eveniet excepturi deleniti eveniet.,L,58.7,16.34,https://source.unsplash.com/200x200/?roupas
500,Quasi,Calçado,Vermelho,Iste vel delectus.,40,39.54,24.2,https://source.unsplash.com/200x200/?calçado
501,Fuga,Roupas,Amarelo,Mollitia vel animi iste enim.,L,58.16,26.46,https://source.unsplash.com/200x200/?roupas
502,Excepturi,Roupas,Rosa,Aperiam ratione adipisci placeat maxime fugit.,L,98.89,48.84,https://source.unsplash.com/200x200/?roupas
503,Delectus,Roupas,Verde,Ratione laudantium repudiandae quasi.,S,89.45,22.98,https://source.unsplash.com/200x200/?roupas
504,Sunt,Roupas,Rosa,Veritatis nobis expedita eum non.,XL,51.45,21.07,https://source.unsplash.com/200x200/?roupas
505,Eius,Calçado,Roxo,Mollitia eveniet voluptatibus.,35,47.63,12.23,https://source.unsplash.com/200x200/?calçado
506,Quos,Calçado,Azul,Labore iure eum autem fugiat.,43,26.47,41.21,https://source.unsplash.com/200x200/?calçado
507,In,Roupas,Branco,Atque recusandae labore quis.,XS,40.38,16.25,https://source.unsplash.com/200x200/?roupas
508,Delectus,Roupas,Amarelo,Nulla dolores quasi eveniet quae ipsum odit mollitia.,M,51.03,15.05,https://source.unsplash.com/200x200/?roupas
509,Adipisci,Roupas,Verde,Iste ab vel vero qui veniam unde optio.,XL,67.18,46.5,https://source.unsplash.com/200x200/?roupas
510,Necessitatibus,Calçado,Azul,Perferendis neque nulla.,45,22.64,34.17,https://source.unsplash.com/200x200/?calçado
511,Nulla,Calçado,Preto,Reiciendis eum consequuntur suscipit reprehenderit explicabo illum nostrum.,37,25.84,16.73,https://source.unsplash.com/200x200/?calçado
512,Modi,Calçado,Cinzento,At porro itaque tempore.,45,74.51,26.0,https://source.unsplash.com/200x200/?calçado
513,Magnam,Roupas,Roxo,Iure animi sapiente labore at.,XL,73.0,49.81,https://source.unsplash.com/200x200/?roupas
514,Similique,Calçado,Verde,Dolore corporis perspiciatis consequatur delectus error ipsa.,38,25.36,14.72,https://source.unsplash.com/200x200/?calçado
515,Voluptatem,Roupas,Cinzento,Est ipsa vero expedita esse aliquid.,M,77.82,30.77,https://source.unsplash.com/200x200/?roupas
516,Est,Calçado,Roxo,Consequuntur ad fugiat illo maxime voluptatem.,36,53.97,29.05,https://source.unsplash.com/200x200/?calçado
517,Odit,Roupas,Roxo,Quos porro voluptatum asperiores officiis adipisci.,XL,38.2,38.85,https://source.unsplash.com/200x200/?roupas
518,Libero,Calçado,Verde,Id iste commodi labore odit repellendus exercitationem.,36,44.37,20.11,https://source.unsplash.com/200x200/?calçado
519,Repellat,Roupas,Cinzento,Rerum accusantium reprehenderit ex sint unde natus.,XS,20.87,29.23,https://source.unsplash.com/200x200/?roupas
520,Porro,Roupas,Cinzento,Quibusdam laborum autem facere veniam.,L,53.2,10.77,https://source.unsplash.com/200x200/?roupas
521,Fuga,Roupas,Roxo,Ullam maiores reprehenderit facilis.,L,60.98,43.42,https://source.unsplash.com/200x200/?roupas
522,Id,Calçado,Amarelo,Consectetur numquam consequuntur non ipsam.,43,90.73,46.19,https://source.unsplash.com/200x200/?calçado
523,Consequatur,Roupas,Laranja,Commodi rerum sed et ea ipsum.,M,89.01,36.77,https://source.unsplash.com/200x200/?roupas
524,Et,Roupas,Vermelho,Quisquam odit suscipit nostrum.,L,63.17,47.96,https://source.unsplash.com/200x200/?roupas
525,Ullam,Calçado,Verde,Minus commodi unde et magni asperiores a.,40,98.25,24.59,https://source.unsplash.com/200x200/?calçado
526,Fuga,Calçado,Laranja,Pariatur reiciendis porro.,41,51.52,45.13,https://source.unsplash.com/200x200/?calçado
527,Error,Roupas,Cinzento,Consequatur autem quam perspiciatis officiis delectus nemo earum.,L,63.94,35.05,https://source.unsplash.com/200x200/?roupas
528,Enim,Calçado,Roxo,Architecto quidem ea nam.,42,93.98,34.7,https://source.unsplash.com/200x200/?calçado
529,Illo,Roupas,Branco,Non eos nesciunt.,S,32.24,33.8,https://source.unsplash.com/200x200/?roupas
530,Vero,Calçado,Roxo,Accusamus accusamus magni possimus pariatur officia tempore.,43,94.7,35.85,https://source.unsplash.com/200x200/?calçado
531,Deserunt,Roupas,Amarelo,Cum officia cupiditate distinctio alias error illum.,M,69.66,45.96,https://source.unsplash.com/200x200/?roupas
532,Eligendi,Calçado,Rosa,Totam nostrum totam perferendis.,45,90.79,35.14,https://source.unsplash.com/200x200/?calçado
533,Tempore,Calçado,Amarelo,Enim accusantium nam omnis placeat iste.,41,34.0,46.85,https://source.unsplash.com/200x200/?calçado
534,Quia,Roupas,Roxo,Doloribus repellat blanditiis excepturi.,M,38.36,28.99,https://source.unsplash.com/200x200/?roupas
535,Sequi,Calçado,Preto,Optio quaerat atque tempore dolore.,35,67.29,38.12,https://source.unsplash.com/200x200/?calçado
536,Sunt,Roupas,Preto,Ipsam quo adipisci soluta consequatur atque accusantium.,XL,82.54,47.88,https://source.unsplash.com/200x200/?roupas
537,Eius,Calçado,Branco,Corrupti quae repudiandae quo velit.,41,36.51,16.3,https://source.unsplash.com/200x200/?calçado
538,Doloribus,Calçado,Cinzento,Laudantium eius doloremque ipsa.,36,92.14,32.73,https://source.unsplash.com/200x200/?calçado
539,Modi,Calçado,Verde,Repellendus delectus repellendus eum.,36,27.13,31.06,https://source.unsplash.com/200x200/?calçado
540,Nulla,Calçado,Preto,Reprehenderit quibusdam fuga in.,41,55.37,44.16,https://source.unsplash.com/200x200/?calçado
541,Quis,Calçado,Preto,Necessitatibus quibusdam illum recusandae iste expedita.,38,27.84,22.9,https://source.unsplash.com/200x200/?calçado
542,Harum,Roupas,Rosa,Iusto impedit mollitia quisquam ipsa.,S,50.08,49.86,https://source.unsplash.com/200x200/?roupas
543,Deleniti,Roupas,Laranja,Esse beatae excepturi a quisquam ullam molestiae consequuntur.,XL,49.95,39.39,https://source.unsplash.com/200x200/?roupas
544,Sit,Roupas,Verde,Voluptatum distinctio a dolorem iste neque.,XS,61.23,40.71,https://source.unsplash.com/200x200/?roupas
545,Asperiores,Calçado,Roxo,Alias ratione quae delectus nihil atque minima.,45,33.13,17.19,https://source.unsplash.com/200x200/?calçado
546,Repudiandae,Calçado,Preto,Temporibus itaque quod debitis incidunt doloribus quo.,35,72.84,47.96,https://source.unsplash.com/200x200/?calçado
547,Cumque,Calçado,Azul,Nam distinctio voluptatibus ipsum.,38,41.69,10.76,https://source.unsplash.com/200x200/?calçado
548,Consectetur,Calçado,Azul,Cupiditate corporis placeat quasi.,40,23.2,10.27,https://source.unsplash.com/200x200/?calçado
549,Earum,Roupas,Cinzento,Ex nulla repellendus ratione commodi iure sapiente incidunt.,XXL,58.59,28.76,https://source.unsplash.com/200x200/?roupas
550,Est,Roupas,Vermelho,Officiis porro eius odio.,XXL,61.77,43.75,https://source.unsplash.com/200x200/?roupas
551,Error,Calçado,Roxo,Veritatis cum dolores perferendis.,41,43.51,13.79,https://source.unsplash.com/200x200/?calçado
552,Nostrum,Roupas,Branco,Praesentium ab magnam maxime delectus repudiandae quo.,XL,70.82,41.4,https://source.unsplash.com/200x200/?roupas
553,Omnis,Calçado,Verde,Corrupti hic rem eveniet nemo odit.,42,57.78,11.0,https://source.unsplash.com/200x200/?calçado
554,Commodi,Roupas,Verde,Quibusdam similique ad unde ad corporis itaque fugit.,L,43.9,45.61,https://source.unsplash.com/200x200/?roupas
555,Ad,Roupas,Roxo,Corrupti quisquam quas corporis atque expedita.,XL,79.33,23.02,https://source.unsplash.com/200x200/?roupas
556,Esse,Roupas,Vermelho,Minima corporis temporibus ad.,XXL,47.7,33.41,https://source.unsplash.com/200x200/?roupas
557,Quas,Calçado,Roxo,Nam accusamus ipsa dolor quod quas.,45,56.27,26.2,https://source.unsplash.com/200x200/?calçado
558,Perspiciatis,Roupas,Azul,Voluptates nemo nobis veniam.,XS,61.65,36.05,https://source.unsplash.com/200x200/?roupas
559,Veritatis,Roupas,Verde,Consectetur laborum quis ducimus a ipsa aliquam inventore.,S,96.58,14.93,https://source.unsplash.com/200x200/?roupas
560,Doloribus,Calçado,Branco,Beatae placeat placeat pariatur dolorum sit unde illum.,35,57.34,19.17,https://source.unsplash.com/200x200/?calçado
561,Maxime,Roupas,Rosa,Sequi rerum dignissimos atque.,L,47.91,34.76,https://source.unsplash.com/200x200/?roupas
562,Ipsum,Calçado,Amarelo,Quasi maxime id quas quos nostrum laborum.,43,51.86,47.0,https://source.unsplash.com/200x200/?calçado
563,Odio,Calçado,Branco,Tempore deserunt facilis voluptatem cupiditate sit repellendus.,39,59.9,38.29,https://source.unsplash.com/200x200/?calçado
564,Excepturi,Roupas,Roxo,Quod consequuntur quisquam magnam vitae aspernatur.,XS,40.19,38.22,https://source.unsplash.com/200x200/?roupas
565,Ea,Roupas,Branco,Odit magnam dicta qui ipsa ex.,S,42.87,28.43,https://source.unsplash.com/200x200/?roupas
566,Consequuntur,Roupas,Roxo,Maxime eaque iusto adipisci rem sit.,XL,97.41,34.0,https://source.unsplash.com/200x200/?roupas
567,Animi,Roupas,Preto,Provident ab illo ex aut totam.,XL,24.16,48.44,https://source.unsplash.com/200x200/?roupas
568,Officia,Roupas,Rosa,Commodi eveniet voluptatibus ad eius dolore.,XXL,54.24,17.53,https://source.unsplash.com/200x200/?roupas
569,Aperiam,Calçado,Vermelho,Ipsum eveniet minima iusto.,37,96.03,31.18,https://source.unsplash.com/200x200/?calçado
570,Provident,Roupas,Branco,Placeat at saepe vel doloremque.,XS,80.23,26.43,https://source.unsplash.com/200x200/?roupas
571,Nemo,Roupas,Preto,Sequi ipsum modi eius doloribus animi.,M,44.49,35.38,https://source.unsplash.com/200x200/?roupas
572,Commodi,Calçado,Vermelho,Repudiandae asperiores debitis.,40,63.24,35.34,https://source.unsplash.com/200x200/?calçado
573,Placeat,Roupas,Branco,Recusandae consequuntur neque nostrum quibusdam.,XS,29.71,39.95,https://source.unsplash.com/200x200/?roupas
574,Qui,Calçado,Azul,Vel facere atque suscipit quis nihil.,36,50.43,43.82,https://source.unsplash.com/200x200/?calçado
575,A,Roupas,Preto,Inventore adipisci placeat voluptatibus natus est.,L,52.25,41.0,https://source.unsplash.com/200x200/?roupas
576,Dolorem,Calçado,Azul,Odit a officiis cumque nesciunt nesciunt.,37,95.15,21.31,https://source.unsplash.com/200x200/?calçado
577,Commodi,Roupas,Amarelo,Accusantium numquam dolores veritatis ipsa blanditiis.,L,75.28,38.49,https://source.unsplash.com/200x200/?roupas
578,Consequuntur,Calçado,Roxo,Dolorem quod officia deleniti similique incidunt dignissimos.,45,87.3,25.44,https://source.unsplash.com/200x200/?calçado
579,Commodi,Calçado,Roxo,Blanditiis voluptatem voluptates voluptas iure.,36,22.06,28.89,https://source.unsplash.com/200x200/?calçado
580,Ipsa,Roupas,Vermelho,Laboriosam illo placeat.,XL,55.52,36.83,https://source.unsplash.com/200x200/?roupas
581,Dignissimos,Calçado,Roxo,Impedit aspernatur et.,35,50.88,13.09,https://source.unsplash.com/200x200/?calçado
582,Ipsa,Calçado,Azul,Nisi consequatur occaecati ipsa eius quaerat.,36,80.06,16.15,https://source.unsplash.com/200x200/?calçado
583,Exercitationem,Calçado,Vermelho,Eos nihil rem quod minima nobis eaque.,44,75.98,28.53,https://source.unsplash.com/200x200/?calçado
584,Quia,Roupas,Rosa,Sunt corrupti ratione cupiditate.,XL,79.36,18.51,https://source.unsplash.com/200x200/?roupas
585,Voluptatum,Roupas,Azul,Odio cum aliquam qui.,XL,96.96,23.66,https://source.unsplash.com/200x200/?roupas
586,Hic,Calçado,Laranja,Asperiores quia fuga quo.,36,57.08,29.71,https://source.unsplash.com/200x200/?calçado
587,Dolores,Calçado,Roxo,Doloremque dolor dolorem deleniti esse doloribus sit.,42,28.63,20.05,https://source.unsplash.com/200x200/?calçado
588,Alias,Calçado,Amarelo,Nihil necessitatibus fuga iste error ipsum repudiandae.,38,31.45,39.27,https://source.unsplash.com/200x200/?calçado
589,Deserunt,Roupas,Preto,Optio rerum voluptatibus maiores delectus.,M,98.18,36.77,https://source.unsplash.com/200x200/?roupas
590,Distinctio,Roupas,Roxo,Facilis architecto possimus optio ea officia libero.,L,93.91,44.48,https://source.unsplash.com/200x200/?roupas
591,Officiis,Calçado,Rosa,Impedit ipsum numquam in quia molestias vitae.,43,78.83,29.36,https://source.unsplash.com/200x200/?calçado
592,Quas,Calçado,Vermelho,Inventore excepturi iusto nobis esse.,41,97.53,16.94,https://source.unsplash.com/200x200/?calçado
593,Adipisci,Roupas,Roxo,Dicta porro ipsam nam repellendus.,XXL,37.54,27.52,https://source.unsplash.com/200x200/?roupas
594,Iste,Roupas,Amarelo,Praesentium aspernatur suscipit blanditiis nostrum rem provident.,S,53.95,38.81,https://source.unsplash.com/200x200/?roupas
595,Quisquam,Roupas,Branco,Hic quidem rerum animi rerum.,XXL,28.73,49.34,https://source.unsplash.com/200x200/?roupas
596,Autem,Roupas,Cinzento,Quam quos esse hic quaerat nam corporis dolore.,XL,86.51,48.65,https://source.unsplash.com/200x200/?roupas
597,Consequuntur,Calçado,Roxo,Nobis repudiandae nulla ipsa minima itaque.,45,53.12,17.3,https://source.unsplash.com/200x200/?calçado
598,Ipsam,Calçado,Cinzento,Dolores esse facere harum.,39,99.74,14.92,https://source.unsplash.com/200x200/?calçado
599,Consequuntur,Roupas,Cinzento,Ipsam possimus fugiat nam iste.,XS,55.38,13.46,https://source.unsplash.com/200x200/?roupas
600,Doloremque,Roupas,Vermelho,Neque sint quisquam quia praesentium magni vero.,S,48.25,41.05,https://source.unsplash.com/200x200/?roupas
601,Porro,Calçado,Branco,Corporis quos quas id provident.,40,89.42,18.46,https://source.unsplash.com/200x200/?calçado
602,Sequi,Calçado,Cinzento,Enim itaque labore repellendus distinctio nemo.,42,81.62,32.45,https://source.unsplash.com/200x200/?calçado
603,Ipsa,Roupas,Vermelho,Sapiente laboriosam animi rerum debitis.,XS,93.69,26.31,https://source.unsplash.com/200x200/?roupas
604,Iusto,Roupas,Rosa,Aperiam iure eius ipsam ea dicta debitis.,XXL,42.23,45.31,https://source.unsplash.com/200x200/?roupas
605,Modi,Calçado,Vermelho,Dignissimos quo assumenda veniam est repellendus ducimus.,40,83.28,17.23,https://source.unsplash.com/200x200/?calçado
606,Consequatur,Calçado,Amarelo,Iure repudiandae delectus inventore.,45,96.76,12.58,https://source.unsplash.com/200x200/?calçado
607,Distinctio,Roupas,Branco,Cumque provident at.,L,36.67,39.86,https://source.unsplash.com/200x200/?roupas
608,Odit,Calçado,Roxo,Adipisci explicabo magni quod eius at impedit.,42,87.8,23.89,https://source.unsplash.com/200x200/?calçado
609,Molestias,Calçado,Preto,Saepe a nulla nisi maiores.,44,64.15,12.65,https://source.unsplash.com/200x200/?calçado
610,Maiores,Roupas,Azul,Ipsam saepe similique blanditiis nam voluptates ducimus.,S,45.8,14.59,https://source.unsplash.com/200x200/?roupas
611,Inventore,Roupas,Roxo,Nihil fuga error necessitatibus corrupti excepturi.,S,40.11,46.11,https://source.unsplash.com/200x200/?roupas
612,Eum,Roupas,Rosa,A quasi at iste vero.,XS,28.8,47.85,https://source.unsplash.com/200x200/?roupas
613,Hic,Roupas,Azul,Magni aspernatur eaque ad dicta voluptatem.,XL,95.33,43.03,https://source.unsplash.com/200x200/?roupas
614,Fugiat,Roupas,Preto,Animi recusandae libero nemo incidunt occaecati vel.,XS,20.73,33.46,https://source.unsplash.com/200x200/?roupas
615,Sed,Calçado,Rosa,Eligendi molestias corporis dolores similique temporibus.,39,54.5,31.35,https://source.unsplash.com/200x200/?calçado
616,Voluptatibus,Roupas,Vermelho,Iste architecto suscipit aperiam voluptatibus amet officiis velit.,S,94.32,42.02,https://source.unsplash.com/200x200/?roupas
617,Corporis,Roupas,Preto,Dolores placeat ea ad atque.,L,69.84,16.48,https://source.unsplash.com/200x200/?roupas
618,Consequatur,Roupas,Cinzento,Accusamus labore adipisci ab.,S,94.45,30.93,https://source.unsplash.com/200x200/?roupas
619,Quasi,Roupas,Branco,Natus odit vel esse tempore deleniti ducimus.,XL,23.4,26.75,https://source.unsplash.com/200x200/?roupas
620,Non,Roupas,Preto,Harum deserunt magni fugit error nesciunt vero perspiciatis.,S,84.09,37.46,https://source.unsplash.com/200x200/?roupas
621,Rerum,Roupas,Roxo,Possimus a tenetur excepturi quisquam deserunt.,L,38.4,36.36,https://source.unsplash.com/200x200/?roupas
622,Amet,Roupas,Roxo,Consequuntur ea sunt.,XS,87.11,39.16,https://source.unsplash.com/200x200/?roupas
